URL,Product Count
https://us.balmain.com/en/women/ready-to-wear/,643
https://us.balmain.com/en/women/shoes/,159
https://us.balmain.com/en/women/accessories/,237
https://us.balmain.com/en/women/bags/,290
https://us.balmain.com/en/women/sneakers/,61
https://us.balmain.com/en/men/ready-to-wear/,391
https://us.balmain.com/en/men/shoes/,95
https://us.balmain.com/en/men/accessories/,154
https://us.balmain.com/en/men/bags/,22
https://us.balmain.com/en/men/sneakers/,86
